"reportingdistrictcode","reportingdistrictname","category","studentgroup","studentcount_current","attrate_ytd","studentcount_202021","attrate_202021","studentcount_201920","attrate_201920","reportingperiod","date_update"
"0190011","Brooklyn School District","Students With Disabilities","Students With Disabilities","137","0.8836","118","0.8815","127","0.9348","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0190011","Brooklyn School District","Free/Reduced Lunch","Free Meal Eligible","208","0.8735","243","0.8976","270","0.9453","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0190011","Brooklyn School District","Free/Reduced Lunch","Reduced Price Meal Eligible","55","0.9079","68","0.926","66","0.9457","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0190011","Brooklyn School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","263","0.8804","311","0.904","336","0.9454","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0190011","Brooklyn School District","Race/Ethnicity","Hispanic/Latino of any race","92","0.8785","96","0.911","91","0.9449","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0190011","Brooklyn School District","Race/Ethnicity","White","629","0.9192","602","0.937","626","0.9541","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0190011","Brooklyn School District","High Needs","Students Without High Needs","446","0.9346","395","0.9598","431","0.9596","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0190011","Brooklyn School District","High Needs","Students With High Needs","329","0.887","356","0.905","378","0.9446","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0210011","Canaan School District",,"All Students","76","0.9456","72","0.9658","69","0.9607","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0210011","Canaan School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","22","0.9448","22","0.9513","22","0.9531","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0210011","Canaan School District","High Needs","Students Without High Needs","50","0.9445","41","0.9793","41","0.9618","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0210011","Canaan School District","High Needs","Students With High Needs","26","0.9478","25","0.9566","28","0.9592","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District",,"All Students","428","0.9114","414","0.9601","431","0.9593","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","Students With Disabilities","Students With Disabilities","46","0.8883","50","0.9562","54","0.9467","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","Free/Reduced Lunch","Free Meal Eligible","88","0.8984","87","0.9501","142","0.9482","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","Free/Reduced Lunch","Reduced Price Meal Eligible","35","0.8968","33","0.9519","29","0.9607","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","123","0.898","120","0.9506","171","0.9504","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","Race/Ethnicity","Hispanic/Latino of any race","35","0.9054","34","0.9324","28","0.9473","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","Race/Ethnicity","White","387","0.9123","369","0.9622","387","0.9602","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","High Needs","Students Without High Needs","265","0.9193","250","0.9645","232","0.9658","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0220011","Canterbury School District","High Needs","Students With High Needs","150","0.8967","149","0.9538","199","0.9516","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District",,"All Students","1462","0.935","1510","0.9554","1553","0.9482","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","Students With Disabilities","Students With Disabilities","208","0.9076","206","0.9381","219","0.9397","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","263","0.9223","235","0.9306","224","0.9434","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","Race/Ethnicity","All other races","78","0.928","84","0.9588","79","0.9421","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","Race/Ethnicity","Black or African American","89","0.8938","96","0.918","93","0.9324","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","Race/Ethnicity","Hispanic/Latino of any race","95","0.9148","100","0.939","117","0.9374","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","Race/Ethnicity","White","1200","0.9402","1230","0.9594","1264","0.9507","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","High Needs","Students Without High Needs","1018","0.9422","1104","0.9621","1145","0.9498","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0230011","Canton School District","High Needs","Students With High Needs","438","0.918","381","0.9351","408","0.9437","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0240011","Chaplin School District",,"All Students","143","0.93","128","0.9459","125","0.9671","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0240011","Chaplin School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","67","0.9224","53","0.9383","62","0.9618","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0240011","Chaplin School District","Race/Ethnicity","White","121","0.9333","112","0.9478","107","0.9671","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0240011","Chaplin School District","High Needs","Students Without High Needs","69","0.9384","61","0.9535","54","0.9731","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0240011","Chaplin School District","High Needs","Students With High Needs","71","0.9212","61","0.9376","71","0.9621","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District",,"All Students","4116","0.9481","4119","0.9705","4099","0.957","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Students With Disabilities","Students With Disabilities","528","0.9196","523","0.9377","533","0.9331","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Free/Reduced Lunch","Free Meal Eligible","460","0.9232","470","0.9431","462","0.9371","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Free/Reduced Lunch","Reduced Price Meal Eligible","154","0.9419","178","0.9628","138","0.9557","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","614","0.9279","648","0.9484","600","0.9413","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","English Learners","English Learners","97","0.9497","77","0.9594","58","0.954","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Race/Ethnicity","All other races","528","0.9506","527","0.9747","506","0.9632","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Race/Ethnicity","Black or African American","135","0.9455","128","0.9499","120","0.9536","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Race/Ethnicity","Hispanic/Latino of any race","310","0.937","267","0.965","249","0.9459","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","Race/Ethnicity","White","3143","0.9488","3197","0.9711","3224","0.957","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","High Needs","Students Without High Needs","3041","0.9554","3012","0.9783","3092","0.9625","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0250011","Cheshire School District","High Needs","Students With High Needs","1042","0.9276","1066","0.948","1007","0.9398","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0260011","Chester School District",,"All Students","214","0.9579","208","0.9742","188","0.9723","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0260011","Chester School District","Students With Disabilities","Students With Disabilities","29","0.9533","24","0.9687","25","0.9633","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0260011","Chester School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","54","0.9457","53","0.9629","43","0.9619","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0260011","Chester School District","Race/Ethnicity","White","191","0.9591","182","0.9764","165","0.9717","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0260011","Chester School District","High Needs","Students Without High Needs","145","0.9627","132","0.9796","129","0.9764","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0260011","Chester School District","High Needs","Students With High Needs","67","0.9486","66","0.9641","59","0.9633","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District",,"All Students","1486","0.9382","1549","0.9536","1624","0.9454","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","Students With Disabilities","Students With Disabilities","200","0.9099","208","0.9371","218","0.9326","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","Free/Reduced Lunch","Free Meal Eligible","399","0.9232","428","0.9273","454","0.9358","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","Free/Reduced Lunch","Reduced Price Meal Eligible","126","0.9393","143","0.9535","122","0.941","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","525","0.9271","571","0.9339","576","0.9369","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","English Learners","English Learners","126","0.94","106","0.9292","101","0.9477","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","Race/Ethnicity","Hispanic/Latino of any race","321","0.9394","321","0.9427","299","0.9516","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","Race/Ethnicity","White","1081","0.9373","1148","0.9562","1246","0.9448","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","High Needs","Students Without High Needs","822","0.9473","839","0.9664","909","0.9516","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0270011","Clinton School District","High Needs","Students With High Needs","652","0.9265","694","0.9382","715","0.9373","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District",,"All Students","2138","0.9358","2094","0.9506","2180","0.9523","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Students With Disabilities","Students With Disabilities","303","0.919","311","0.929","319","0.9343","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Free/Reduced Lunch","Free Meal Eligible","408","0.9177","381","0.9089","417","0.9324","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Free/Reduced Lunch","Reduced Price Meal Eligible","96","0.9197","112","0.935","112","0.9382","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","504","0.918","493","0.9149","529","0.9336","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","English Learners","English Learners","35","0.9271",,,,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Race/Ethnicity","All other races","158","0.9429","151","0.949","141","0.9656","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Race/Ethnicity","Black or African American","31","0.9406","37","0.9209","36","0.9517","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Race/Ethnicity","Hispanic/Latino of any race","180","0.9249","167","0.929","158","0.9461","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","Race/Ethnicity","White","1769","0.9362","1739","0.9534","1845","0.9518","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","High Needs","Students Without High Needs","1407","0.9445","1380","0.9645","1453","0.9609","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0280011","Colchester School District","High Needs","Students With High Needs","712","0.9198","699","0.9235","727","0.9349","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0290011","Colebrook School District",,"All Students","75","0.9229","78","0.9621","73","0.9683","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0290011","Colebrook School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","20","0.913","23","0.9602",,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0290011","Colebrook School District","Race/Ethnicity","White","71","0.923","72","0.9614","67","0.9689","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0290011","Colebrook School District","High Needs","Students Without High Needs","44","0.924","38","0.9618","43","0.9698","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0290011","Colebrook School District","High Needs","Students With High Needs","31","0.9213","37","0.9628","30","0.9661","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0300011","Columbia School District",,"All Students","413","0.9494","399","0.9549","390","0.9563","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0300011","Columbia School District","Students With Disabilities","Students With Disabilities","43","0.9506","41","0.9323","47","0.9373","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0300011","Columbia School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","90","0.9428","92","0.9309","91","0.9498","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0300011","Columbia School District","Race/Ethnicity","Hispanic/Latino of any race","38","0.9485","30","0.9463","29","0.9666","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0300011","Columbia School District","Race/Ethnicity","White","353","0.9509","342","0.9584","344","0.9557","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0300011","Columbia School District","High Needs","Students Without High Needs","290","0.9512","265","0.9635","267","0.9593","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0300011","Columbia School District","High Needs","Students With High Needs","121","0.9455","120","0.9338","123","0.9498","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0310011","Cornwall School District",,"All Students","103","0.9413","118","0.968","90","0.9553","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"0310011","Cornwall School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","32","0.9453","20","0.9729",,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
